"artist_name","popularity","genre","speechiness","duration_ms","duration_s","popularity_factor","n_songs","avg_songs","artists_factor"
"Lil Yachty",65,"hip-hop",0.142,212904,212.904,"Most Popular",21,"More songs than average","Artist with more songs than average"
"Key Glock",60,"hip-hop",0.21,171216,171.216,"Least Popular",41,"More songs than average","Artist with more songs than average"
"Justin Quiles",1,"hip-hop",0.0813,161881,161.881,"Least Popular",11,"More songs than average","Artist with more songs than average"
"Justin Quiles",1,"hip-hop",0.139,198521,198.521,"Least Popular",11,"More songs than average","Artist with more songs than average"
"Quavo",0,"hip-hop",0.0869,216013,216.013,"Least Popular",15,"More songs than average","Artist with more songs than average"
"Justin Quiles",1,"hip-hop",0.145,186477,186.477,"Least Popular",11,"More songs than average","Artist with more songs than average"
"Young Nudy",62,"hip-hop",0.214,198867,198.867,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Cartel De Santa",73,"hip-hop",0.305,192048,192.048,"Most Popular",5,"More songs than average","Artist with more songs than average"
"NLE Choppa",0,"hip-hop",0.317,213206,213.206,"Least Popular",34,"More songs than average","Artist with more songs than average"
"Key Glock",59,"hip-hop",0.297,196584,196.584,"Least Popular",41,"More songs than average","Artist with more songs than average"
"NLE Choppa",0,"hip-hop",0.419,123673,123.673,"Least Popular",34,"More songs than average","Artist with more songs than average"
"Young Nudy",62,"hip-hop",0.229,219480,219.48,"Least Popular",18,"More songs than average","Artist with more songs than average"
"NLE Choppa",0,"hip-hop",0.356,207709,207.709,"Least Popular",34,"More songs than average","Artist with more songs than average"
"YG",62,"hip-hop",0.102,147779,147.779,"Least Popular",11,"More songs than average","Artist with more songs than average"
"Rich The Kid",66,"hip-hop",0.0505,190276,190.276,"Most Popular",6,"More songs than average","Artist with more songs than average"
"Logic",61,"hip-hop",0.382,189989,189.989,"Least Popular",46,"More songs than average","Artist with more songs than average"
"Gorillaz",67,"hip-hop",0.0436,211032,211.032,"Most Popular",22,"More songs than average","Artist with more songs than average"
"Logic",0,"hip-hop",0.348,262748,262.748,"Least Popular",46,"More songs than average","Artist with more songs than average"
"Lil Wayne",64,"hip-hop",0.0422,153750,153.75,"Most Popular",16,"More songs than average","Artist with more songs than average"
"Logic",61,"hip-hop",0.37,225498,225.498,"Least Popular",46,"More songs than average","Artist with more songs than average"
"Big Scarr",59,"hip-hop",0.208,125485,125.485,"Least Popular",29,"More songs than average","Artist with more songs than average"
"Young Nudy",61,"hip-hop",0.29,205760,205.76,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Logic",0,"hip-hop",0.333,282581,282.581,"Least Popular",46,"More songs than average","Artist with more songs than average"
"Machine Gun Kelly",0,"hip-hop",0.143,146264,146.264,"Least Popular",41,"More songs than average","Artist with more songs than average"
"Machine Gun Kelly",1,"hip-hop",0.0433,138970,138.97,"Least Popular",41,"More songs than average","Artist with more songs than average"
"Machine Gun Kelly",0,"hip-hop",0.14,239289,239.289,"Least Popular",41,"More songs than average","Artist with more songs than average"
"EST Gee",57,"hip-hop",0.309,158621,158.621,"Least Popular",29,"More songs than average","Artist with more songs than average"
"Lil Yachty",63,"hip-hop",0.0314,249686,249.686,"Most Popular",21,"More songs than average","Artist with more songs than average"
"NAV",63,"hip-hop",0.0471,230533,230.533,"Most Popular",15,"More songs than average","Artist with more songs than average"
"Gorillaz",67,"hip-hop",0.0745,211550,211.55,"Most Popular",22,"More songs than average","Artist with more songs than average"
"Lazza",2,"hip-hop",0.104,208324,208.324,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Sfera Ebbasta",1,"hip-hop",0.0412,210107,210.107,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Lazza",0,"hip-hop",0.047,188564,188.564,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Young Nudy",61,"hip-hop",0.0812,216147,216.147,"Least Popular",18,"More songs than average","Artist with more songs than average"
"Lazza",0,"hip-hop",0.25,207750,207.75,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Gucci Mane",0,"hip-hop",0.216,128995,128.995,"Least Popular",11,"More songs than average","Artist with more songs than average"
"Gucci Mane",0,"hip-hop",0.288,188629,188.629,"Least Popular",11,"More songs than average","Artist with more songs than average"
"Lazza",0,"hip-hop",0.137,172654,172.654,"Least Popular",4,"Fewer songs than average","Artist with fewer songs than average"
"Logic",60,"hip-hop",0.225,182296,182.296,"Least Popular",46,"More songs than average","Artist with more songs than average"
"Big Scarr",58,"hip-hop",0.264,88683,88.683,"Least Popular",29,"More songs than average","Artist with more songs than average"
"BONES",53,"hip-hop",0.0543,142054,142.054,"Least Popular",25,"More songs than average","Artist with more songs than average"
"Mike Dimes",60,"hip-hop",0.329,171111,171.111,"Least Popular",9,"More songs than average","Artist with more songs than average"
"Logic",60,"hip-hop",0.476,374435,374.435,"Least Popular",46,"More songs than average","Artist with more songs than average"
"BabyTron",59,"hip-hop",0.373,145711,145.711,"Least Popular",24,"More songs than average","Artist with more songs than average"
"De La Ghetto",0,"hip-hop",0.179,208213,208.213,"Least Popular",10,"More songs than average","Artist with more songs than average"
"De La Ghetto",2,"hip-hop",0.0732,232973,232.973,"Least Popular",10,"More songs than average","Artist with more songs than average"
"De La Ghetto",0,"hip-hop",0.104,191973,191.973,"Least Popular",10,"More songs than average","Artist with more songs than average"
"De La Ghetto",0,"hip-hop",0.0411,182187,182.187,"Least Popular",10,"More songs than average","Artist with more songs than average"
"De La Ghetto",1,"hip-hop",0.12,276105,276.105,"Least Popular",10,"More songs than average","Artist with more songs than average"
"De La Ghetto",0,"hip-hop",0.079,213898,213.898,"Least Popular",10,"More songs than average","Artist with more songs than average"
"BONES",50,"hip-hop",0.343,114573,114.573,"Least Popular",25,"More songs than average","Artist with more songs than average"
"Zion & Lennox",1,"hip-hop",0.0329,224600,224.6,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Key Glock",57,"hip-hop",0.307,155716,155.716,"Least Popular",41,"More songs than average","Artist with more songs than average"
"BONES",52,"hip-hop",0.0384,108460,108.46,"Least Popular",25,"More songs than average","Artist with more songs than average"
"Moneybagg Yo",0,"hip-hop",0.28,168620,168.62,"Least Popular",40,"More songs than average","Artist with more songs than average"
"Zion & Lennox",0,"hip-hop",0.0458,283733,283.733,"Least Popular",6,"More songs than average","Artist with more songs than average"
"Zion & Lennox",0,"hip-hop",0.104,209453,209.453,"Least Popular",6,"More songs than average","Artist with more songs than average"
"De La Ghetto",0,"hip-hop",0.157,211253,211.253,"Least Popular",10,"More songs than average","Artist with more songs than average"
"Logic",59,"hip-hop",0.553,200477,200.477,"Least Popular",46,"More songs than average","Artist with more songs than average"
"De La Ghetto",0,"hip-hop",0.0982,206560,206.56,"Least Popular",10,"More songs than average","Artist with more songs than average"
"Logic",59,"hip-hop",0.311,161951,161.951,"Least Popular",46,"More songs than average","Artist with more songs than average"
"De La Ghetto",0,"hip-hop",0.0603,211315,211.315,"Least Popular",10,"More songs than average","Artist with more songs than average"
"Lil Yachty",62,"hip-hop",0.0283,168723,168.723,"Least Popular",21,"More songs than average","Artist with more songs than average"
"Logic",60,"hip-hop",0.414,208608,208.608,"Least Popular",46,"More songs than average","Artist with more songs than average"
"EST Gee",51,"hip-hop",0.357,139682,139.682,"Least Popular",29,"More songs than average","Artist with more songs than average"
"Tech N9ne",53,"hip-hop",0.195,191799,191.799,"Least Popular",3,"Fewer songs than average","Artist with fewer songs than average"
"Lil Yachty",61,"hip-hop",0.0344,176933,176.933,"Least Popular",21,"More songs than average","Artist with more songs than average"
"Paulo Londra",2,"hip-hop",0.076,172562,172.562,"Least Popular",5,"More songs than average","Artist with more songs than average"
"BONES",47,"hip-hop",0.0765,95112,95.112,"Least Popular",25,"More songs than average","Artist with more songs than average"
"Paulo Londra",0,"hip-hop",0.0444,178203,178.203,"Least Popular",5,"More songs than average","Artist with more songs than average"
"BONES",47,"hip-hop",0.0562,138736,138.736,"Least Popular",25,"More songs than average","Artist with more songs than average"
"EST Gee",51,"hip-hop",0.321,199132,199.132,"Least Popular",29,"More songs than average","Artist with more songs than average"
"BONES",46,"hip-hop",0.11,149394,149.394,"Least Popular",25,"More songs than average","Artist with more songs than average"
"Big Scarr",58,"hip-hop",0.621,75294,75.294,"Least Popular",29,"More songs than average","Artist with more songs than average"
"Hulvey",60,"hip-hop",0.175,165972,165.972,"Least Popular",8,"More songs than average","Artist with more songs than average"
"BONES",45,"hip-hop",0.0629,127060,127.06,"Least Popular",25,"More songs than average","Artist with more songs than average"
"BONES",45,"hip-hop",0.0347,201665,201.665,"Least Popular",25,"More songs than average","Artist with more songs than average"
"BONES",45,"hip-hop",0.16,129202,129.202,"Least Popular",25,"More songs than average","Artist with more songs than average"
"Paulo Londra",1,"hip-hop",0.149,263899,263.899,"Least Popular",5,"More songs than average","Artist with more songs than average"
"Money Musik",60,"hip-hop",0.052,171639,171.639,"Least Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Jasiah",60,"hip-hop",0.426,140878,140.878,"Least Popular",8,"More songs than average","Artist with more songs than average"
"BONES",44,"hip-hop",0.0636,129411,129.411,"Least Popular",25,"More songs than average","Artist with more songs than average"
"BONES",44,"hip-hop",0.0303,152738,152.738,"Least Popular",25,"More songs than average","Artist with more songs than average"
"BONES",44,"hip-hop",0.298,154227,154.227,"Least Popular",25,"More songs than average","Artist with more songs than average"
"BONES",44,"hip-hop",0.0448,177058,177.058,"Least Popular",25,"More songs than average","Artist with more songs than average"
"BONES",43,"hip-hop",0.109,148062,148.062,"Least Popular",25,"More songs than average","Artist with more songs than average"
"EST Gee",49,"hip-hop",0.267,133560,133.56,"Least Popular",29,"More songs than average","Artist with more songs than average"
"EST Gee",49,"hip-hop",0.279,142278,142.278,"Least Popular",29,"More songs than average","Artist with more songs than average"
"EST Gee",49,"hip-hop",0.314,153882,153.882,"Least Popular",29,"More songs than average","Artist with more songs than average"
"BabyTron",57,"hip-hop",0.509,142864,142.864,"Least Popular",24,"More songs than average","Artist with more songs than average"
"EST Gee",48,"hip-hop",0.416,182946,182.946,"Least Popular",29,"More songs than average","Artist with more songs than average"
"Logic",58,"hip-hop",0.352,256577,256.577,"Least Popular",46,"More songs than average","Artist with more songs than average"
"EST Gee",47,"hip-hop",0.236,123929,123.929,"Least Popular",29,"More songs than average","Artist with more songs than average"
"EST Gee",48,"hip-hop",0.338,198911,198.911,"Least Popular",29,"More songs than average","Artist with more songs than average"
"Andy Rivera",71,"hip-hop",0.279,145350,145.35,"Most Popular",1,"Fewer songs than average","Artist with fewer songs than average"
"Young Nudy",59,"hip-hop",0.159,183853,183.853,"Least Popular",18,"More songs than average","Artist with more songs than average"
"BigXthaPlug",57,"hip-hop",0.24,213600,213.6,"Least Popular",21,"More songs than average","Artist with more songs than average"
